"season","competition","confront","home_club","home_goals","home_shots","home_shots_on_target","home_fouls","home_passes","home_wrong_passes","home_interceptions","home_tackles","home_stolen_balls","home_saves","home_ball_possession","home_offsides","home_freekicks","home_penalties","away_club","away_goals","away_shots","away_shots_on_target","away_fouls","away_passes","away_wrong_passes","away_interceptions","away_tackles","away_stolen_balls","away_saves","away_ball_possession","away_offsides","away_freekicks","away_penalties"
"2022",Campeonato Brasileiro,Cuiabá x Athletico Paranaense,Cuiabá,0,5,9,13,76,22,23,15,14,9,0,0,0,0,Athletico Paranaense,1,5,10,10,77,17,20,15,13,9,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Ceará,Cuiabá,1,3,19,10,75,19,20,19,13,6,0,0,0,0,Ceará,1,3,7,12,81,22,20,10,13,18,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Fortaleza,Cuiabá,0,1,12,21,98,26,30,13,12,13,0,0,0,0,Fortaleza,2,6,15,17,82,24,33,16,13,12,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Flamengo,Cuiabá,0,6,10,13,75,14,12,14,9,10,0,0,0,0,Flamengo,2,8,12,10,72,21,20,10,16,10,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Fluminense,Cuiabá,0,6,11,11,89,21,25,11,16,9,0,0,0,0,Fluminense,0,5,9,13,84,25,25,12,15,11,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Grêmio,Cuiabá,0,6,17,14,79,25,29,22,11,5,0,0,0,0,Grêmio,0,4,5,14,99,29,27,13,12,17,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x International,Cuiabá,0,5,9,16,71,23,15,15,17,14,0,0,0,0,International,1,4,15,11,81,18,27,5,15,9,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Chapecoense,Cuiabá,1,3,9,9,81,23,23,11,15,13,0,0,0,0,Chapecoense,2,4,15,17,81,19,23,16,13,8,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Juventude,Cuiabá,1,7,11,11,74,18,18,12,12,11,0,0,0,0,Juventude,0,7,11,9,72,25,20,14,13,10,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x São Paulo,Cuiabá,1,2,11,14,87,27,26,12,19,7,0,0,0,0,São Paulo,1,2,8,13,92,26,21,15,17,10,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Corinthians,Cuiabá,1,2,12,12,77,28,14,17,16,9,0,0,0,0,Corinthians,2,6,11,8,72,20,19,9,14,11,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Palmeiras,Cuiabá,2,4,12,12,80,19,19,12,19,11,0,0,0,0,Palmeiras,0,1,11,9,79,26,24,17,13,10,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Santos,Cuiabá,3,4,15,6,73,21,20,13,15,9,0,0,0,0,Santos,2,7,11,6,71,19,21,16,7,12,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Red Bull Bragantino,Cuiabá,1,4,6,16,86,26,18,14,10,12,0,0,0,0,Red Bull Bragantino,0,6,12,9,81,26,19,12,20,5,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Sport Recife,Cuiabá,1,6,12,9,73,24,21,11,13,4,0,0,0,0,Sport Recife,0,12,4,17,79,20,14,15,12,11,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Bahia,Cuiabá,1,7,13,12,78,23,26,15,15,9,0,0,0,0,Bahia,1,4,10,6,83,22,24,14,11,12,0,0,0,0
"2022",Campeonato Brasileiro,Cuiabá x Atlético Goianiense,Cuiabá,0,7,8,9,71,16,23,10,19,10,0,0,0,0,Atlético Goianiense,0,3,10,9,80,15,22,14,13,8,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x América Mineiro,Grêmio,1,2,13,18,85,14,31,12,11,9,0,0,0,0,América Mineiro,2,3,11,14,80,19,23,14,21,12,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Atlético Mineiro,Grêmio,1,9,6,15,85,24,16,11,17,14,0,0,0,0,Atlético Mineiro,1,3,15,9,74,24,26,9,14,5,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Athletico Paranaense,Grêmio,0,11,5,10,72,16,10,12,12,11,0,0,0,0,Athletico Paranaense,0,5,11,14,69,26,15,15,15,5,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Ceará,Grêmio,0,5,12,10,76,19,19,10,15,11,0,0,0,0,Ceará,0,6,11,16,73,24,19,14,16,12,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Fortaleza,Grêmio,0,7,12,9,70,16,27,13,15,9,0,0,0,0,Fortaleza,0,2,9,9,77,19,18,14,17,12,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Flamengo,Grêmio,0,6,7,23,95,31,23,12,19,13,0,0,0,0,Flamengo,1,2,14,15,87,29,26,20,9,7,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Fluminense,Grêmio,1,8,10,21,89,23,26,12,11,16,0,0,0,0,Fluminense,0,5,16,12,87,27,31,10,15,9,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Cuiabá,Grêmio,0,8,12,15,70,15,23,16,6,16,0,0,0,0,Cuiabá,0,3,16,17,75,18,19,13,15,12,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x International,Grêmio,1,2,13,13,75,19,23,14,8,13,0,0,0,0,International,1,5,14,7,73,16,18,15,15,12,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Chapecoense,Grêmio,0,7,12,13,70,19,18,13,17,9,0,0,0,0,Chapecoense,0,4,9,18,87,22,19,12,13,12,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Juventude,Grêmio,3,5,16,15,86,28,33,18,14,8,0,0,0,0,Juventude,1,2,9,16,89,19,22,4,21,13,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x São Paulo,Grêmio,1,3,15,15,74,22,14,14,17,10,0,0,0,0,São Paulo,0,1,10,12,78,29,17,11,18,14,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Corinthians,Grêmio,0,3,11,15,84,15,21,16,16,10,0,0,0,0,Corinthians,0,2,10,10,80,21,28,14,16,11,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Palmeiras,Grêmio,0,4,20,9,69,18,28,14,13,9,0,0,0,0,Palmeiras,1,2,10,14,82,19,21,14,8,20,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Santos,Grêmio,0,2,9,11,79,24,19,16,16,12,0,0,0,0,Santos,1,2,13,13,77,15,17,16,14,9,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Red Bull Bragantino,Grêmio,0,4,11,14,81,27,26,19,10,9,0,0,0,0,Red Bull Bragantino,2,2,11,12,86,23,18,19,13,11,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Sport Recife,Grêmio,0,3,14,13,85,29,21,18,12,14,0,0,0,0,Sport Recife,0,2,14,8,78,23,20,8,17,14,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Bahia,Grêmio,0,5,13,9,82,30,15,11,20,15,0,0,0,0,Bahia,0,3,15,11,74,21,19,9,10,13,0,0,0,0
"2022",Campeonato Brasileiro,Grêmio x Atlético Goianiense,Grêmio,3,5,13,10,87,27,24,13,15,10,0,0,0,0,Atlético Goianiense,0,4,10,14,88,29,23,12,16,10,0,0,0,0
"2022",Campeonato Brasileiro,International x América Mineiro,International,0,5,10,18,89,23,20,17,14,10,0,0,0,0,América Mineiro,0,3,10,13,75,23,24,11,15,10,0,0,0,0
"2022",Campeonato Brasileiro,International x Atlético Mineiro,International,1,6,15,5,84,18,21,8,11,17,0,0,0,0,Atlético Mineiro,0,4,17,8,70,24,21,13,13,14,0,0,0,0
"2022",Campeonato Brasileiro,International x Athletico Paranaense,International,2,10,7,18,78,29,16,16,11,15,0,0,0,0,Athletico Paranaense,0,4,15,11,77,26,16,11,14,5,0,0,0,0
"2022",Campeonato Brasileiro,International x Ceará,International,1,5,12,9,71,15,18,10,16,14,0,0,0,0,Ceará,0,2,14,13,71,17,18,18,8,11,0,0,0,0
"2022",Campeonato Brasileiro,International x Fortaleza,International,1,5,13,14,85,25,26,15,12,9,0,0,0,0,Fortaleza,1,1,10,18,88,30,18,13,20,12,0,0,0,0
"2022",Campeonato Brasileiro,International x Flamengo,International,0,6,5,14,86,19,26,9,19,11,0,0,0,0,Flamengo,1,1,12,13,90,25,28,17,18,5,0,0,0,0
"2022",Campeonato Brasileiro,International x Fluminense,International,2,5,12,11,78,17,17,17,13,9,0,0,0,0,Fluminense,0,2,9,8,72,24,20,11,16,10,0,0,0,0
"2022",Campeonato Brasileiro,International x Cuiabá,International,3,3,17,14,67,19,21,13,15,10,0,0,0,0,Cuiabá,0,4,10,9,69,16,16,12,11,14,0,0,0,0
"2022",Campeonato Brasileiro,International x Grêmio,International,1,2,13,11,93,35,29,18,17,7,0,0,0,0,Grêmio,1,1,8,11,97,28,23,17,12,12,0,0,0,0
"2022",Campeonato Brasileiro,International x Chapecoense,International,2,4,12,4,71,18,21,14,7,15,0,0,0,0,Chapecoense,1,3,16,11,66,17,14,13,16,10,0,0,0,0
"2022",Campeonato Brasileiro,International x Juventude,International,0,3,13,19,83,24,18,14,11,14,0,0,0,0,Juventude,1,2,15,15,83,32,24,19,11,13,0,0,0,0
"2022",Campeonato Brasileiro,International x São Paulo,International,0,5,12,12,83,15,20,14,15,11,0,0,0,0,São Paulo,0,2,11,10,78,20,26,10,14,12,0,0,0,0
"2022",Campeonato Brasileiro,International x Corinthians,International,2,3,14,8,78,25,19,12,14,10,0,0,0,0,Corinthians,1,5,11,13,76,21,14,11,16,12,0,0,0,0
"2022",Campeonato Brasileiro,International x Palmeiras,International,1,5,13,12,94,29,26,16,8,11,0,0,0,0,Palmeiras,0,6,11,17,84,27,21,12,14,12,0,0,0,0
"2022",Campeonato Brasileiro,International x Santos,International,0,3,11,13,87,20,20,15,14,9,0,0,0,0,Santos,1,2,10,10,87,31,26,18,15,11,0,0,0,0
"2022",Campeonato Brasileiro,International x Red Bull Bragantino,International,0,4,11,9,70,16,22,21,13,5,0,0,0,0,Red Bull Bragantino,0,2,5,14,79,19,18,15,18,11,0,0,0,0
"2022",Campeonato Brasileiro,International x Sport Recife,International,1,5,15,14,80,23,24,19,10,9,0,0,0,0,Sport Recife,0,5,9,12,85,21,24,11,11,14,0,0,0,0
"2022",Campeonato Brasileiro,International x Bahia,International,1,3,14,14,76,20,23,15,9,16,0,0,0,0,Bahia,0,1,16,13,70,16,19,13,11,13,0,0,0,0
"2022",Campeonato Brasileiro,International x Atlético Goianiense,International,1,2,12,14,76,26,10,18,16,13,0,0,0,0,Atlético Goianiense,2,3,15,3,66,17,16,9,13,11,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x América Mineiro,Chapecoense,1,7,6,13,77,16,23,11,18,12,0,0,0,0,América Mineiro,0,1,12,10,78,20,24,15,17,5,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Atlético Mineiro,Chapecoense,0,3,8,10,78,27,15,20,12,12,0,0,0,0,Atlético Mineiro,0,4,12,3,73,21,18,12,16,8,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Athletico Paranaense,Chapecoense,3,5,15,13,77,21,20,14,15,8,0,0,0,0,Athletico Paranaense,0,2,8,14,81,24,20,13,11,12,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Ceará,Chapecoense,2,2,14,6,72,22,17,15,6,6,0,0,0,0,Ceará,7,3,13,12,76,26,16,17,10,12,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Fortaleza,Chapecoense,1,8,7,12,76,16,17,15,16,9,0,0,0,0,Fortaleza,1,3,10,12,86,25,28,13,15,6,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Flamengo,Chapecoense,1,3,9,8,74,20,17,20,12,12,0,0,0,0,Flamengo,0,3,12,7,66,16,17,17,14,8,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Fluminense,Chapecoense,2,2,14,10,84,24,20,16,15,12,0,0,0,0,Fluminense,0,2,12,11,75,19,20,11,14,12,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Cuiabá,Chapecoense,3,5,9,24,91,29,29,16,11,8,0,0,0,0,Cuiabá,1,5,9,11,88,23,18,17,15,6,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Grêmio,Chapecoense,0,4,7,8,80,17,20,11,20,12,0,0,0,0,Grêmio,0,0,12,7,69,18,19,13,22,7,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x International,Chapecoense,1,4,11,17,89,28,26,19,8,8,0,0,0,0,International,1,7,9,11,86,25,21,12,18,10,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Juventude,Chapecoense,4,4,15,14,82,19,23,9,15,11,0,0,0,0,Juventude,0,3,11,12,75,24,18,12,17,11,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x São Paulo,Chapecoense,0,4,18,21,89,27,21,15,11,16,0,0,0,0,São Paulo,1,5,17,9,74,24,28,6,11,18,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Corinthians,Chapecoense,0,1,10,11,88,15,22,14,8,15,0,0,0,0,Corinthians,1,3,16,5,66,17,20,17,17,10,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Palmeiras,Chapecoense,1,2,15,12,89,27,23,13,18,10,0,0,0,0,Palmeiras,1,2,11,10,92,28,26,18,7,14,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Santos,Chapecoense,5,4,14,10,77,20,14,15,9,14,0,0,0,0,Santos,1,6,15,12,70,24,22,18,5,9,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Red Bull Bragantino,Chapecoense,0,1,11,7,78,16,18,16,14,7,0,0,0,0,Red Bull Bragantino,0,4,7,9,78,18,18,14,16,11,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Sport Recife,Chapecoense,1,10,12,11,84,23,21,14,13,8,0,0,0,0,Sport Recife,1,3,9,11,76,24,16,10,14,11,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Bahia,Chapecoense,2,0,10,11,73,16,19,7,16,10,0,0,0,0,Bahia,3,7,13,11,63,15,17,18,16,8,0,0,0,0
"2022",Campeonato Brasileiro,Chapecoense x Atlético Goianiense,Chapecoense,0,2,8,13,101,26,25,13,11,16,0,0,0,0,Atlético Goianiense,0,5,16,11,85,23,28,15,15,8,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x América Mineiro,Juventude,1,8,12,11,77,26,21,17,10,8,0,0,0,0,América Mineiro,0,5,8,11,82,28,17,12,15,11,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Atlético Mineiro,Juventude,0,7,6,13,73,25,13,19,12,10,0,0,0,0,Atlético Mineiro,2,4,12,11,71,16,13,17,9,6,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Athletico Paranaense,Juventude,0,7,10,13,83,25,24,13,16,12,0,0,0,0,Athletico Paranaense,0,5,12,16,88,24,26,12,14,10,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Ceará,Juventude,1,3,18,9,73,19,27,11,12,10,0,0,0,0,Ceará,0,6,10,14,81,20,19,14,14,17,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Fortaleza,Juventude,0,4,8,10,81,19,20,11,9,14,0,0,0,0,Fortaleza,0,5,14,13,82,31,24,17,19,8,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Flamengo,Juventude,1,5,8,11,87,25,24,14,20,9,0,0,0,0,Flamengo,1,4,10,12,79,18,27,10,15,7,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Fluminense,Juventude,0,4,12,12,70,17,15,14,17,8,0,0,0,0,Fluminense,1,5,9,9,74,21,21,13,15,12,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Cuiabá,Juventude,1,2,10,13,68,10,12,13,15,9,0,0,0,0,Cuiabá,0,10,9,8,59,16,23,18,12,9,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Grêmio,Juventude,0,3,17,12,70,19,19,17,10,11,0,0,0,0,Grêmio,1,3,12,14,80,26,20,16,12,17,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x International,Juventude,1,0,12,18,94,32,21,17,17,12,0,0,0,0,International,0,4,12,19,90,28,28,17,10,11,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Chapecoense,Juventude,0,4,14,11,82,17,25,12,9,6,0,0,0,0,Chapecoense,2,8,8,17,86,29,26,16,15,14,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x São Paulo,Juventude,1,7,8,19,82,29,25,14,18,9,0,0,0,0,São Paulo,1,5,10,11,83,20,21,15,12,7,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Corinthians,Juventude,0,7,11,10,74,24,22,20,9,8,0,0,0,0,Corinthians,2,5,10,12,79,21,18,14,13,11,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Palmeiras,Juventude,0,4,11,16,75,22,26,15,15,13,0,0,0,0,Palmeiras,1,1,14,12,84,17,24,13,14,11,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Santos,Juventude,1,9,6,15,80,27,25,13,14,12,0,0,0,0,Santos,0,2,12,16,83,23,16,15,16,5,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Red Bull Bragantino,Juventude,1,3,10,17,89,20,13,10,15,13,0,0,0,0,Red Bull Bragantino,2,7,15,12,72,24,28,13,10,9,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Sport Recife,Juventude,0,4,8,13,73,22,16,16,20,7,0,0,0,0,Sport Recife,1,4,8,6,76,17,19,13,16,8,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Bahia,Juventude,0,1,17,14,73,14,22,12,16,9,0,0,0,0,Bahia,0,3,9,11,83,20,25,17,9,17,0,0,0,0
"2022",Campeonato Brasileiro,Juventude x Atlético Goianiense,Juventude,0,6,9,13,84,29,30,14,21,3,0,0,0,0,Atlético Goianiense,0,6,3,17,89,19,21,16,13,9,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x América Mineiro,São Paulo,0,9,9,16,85,24,29,14,14,8,0,0,0,0,América Mineiro,0,3,8,15,96,25,23,18,10,9,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Atlético Mineiro,São Paulo,1,6,9,13,71,24,25,13,17,10,0,0,0,0,Atlético Mineiro,0,3,10,8,82,12,16,9,15,8,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Athletico Paranaense,São Paulo,1,4,11,7,63,19,10,19,12,10,0,0,0,0,Athletico Paranaense,2,5,12,6,64,17,15,13,12,10,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Ceará,São Paulo,1,2,8,19,85,24,23,15,16,10,0,0,0,0,Ceará,0,5,10,11,88,20,27,15,14,7,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Fortaleza,São Paulo,0,3,15,11,76,15,30,7,9,11,0,0,0,0,Fortaleza,0,7,11,17,80,20,18,20,14,15,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Flamengo,São Paulo,1,6,7,11,78,15,23,14,13,9,0,0,0,0,Flamengo,2,6,11,15,70,15,25,15,15,6,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Fluminense,São Paulo,0,8,11,13,76,19,22,16,12,7,0,0,0,0,Fluminense,4,6,11,6,81,24,27,11,14,11,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Cuiabá,São Paulo,0,6,9,11,74,21,18,17,17,7,0,0,0,0,Cuiabá,0,4,7,9,75,19,18,13,15,9,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Grêmio,São Paulo,0,3,13,14,83,24,24,17,10,15,0,0,0,0,Grêmio,0,2,15,11,83,22,26,15,10,13,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x International,São Paulo,0,4,11,13,72,13,23,9,16,10,0,0,0,0,International,0,5,10,11,77,20,24,11,22,11,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Chapecoense,São Paulo,1,6,17,9,76,28,24,11,19,9,0,0,0,0,Chapecoense,1,2,10,18,85,22,14,12,12,16,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Juventude,São Paulo,2,3,6,12,73,9,15,20,10,12,0,0,0,0,Juventude,0,3,12,11,61,13,22,17,16,4,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Corinthians,São Paulo,2,3,7,14,82,26,23,12,12,19,0,0,0,0,Corinthians,1,3,20,14,77,20,22,16,16,5,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Palmeiras,São Paulo,0,4,11,17,93,29,28,18,12,6,0,0,0,0,Palmeiras,3,0,9,15,98,29,25,14,15,11,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Santos,São Paulo,0,1,11,12,83,19,30,16,12,12,0,0,0,0,Santos,0,4,12,15,85,17,29,11,20,11,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Red Bull Bragantino,São Paulo,0,3,7,10,81,16,19,16,16,11,0,0,0,0,Red Bull Bragantino,0,2,11,13,80,22,27,14,20,7,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Sport Recife,São Paulo,0,5,12,13,71,15,15,13,14,9,0,0,0,0,Sport Recife,0,2,9,14,78,28,17,15,17,12,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Bahia,São Paulo,1,4,9,17,82,24,21,12,15,10,0,0,0,0,Bahia,1,6,11,19,76,22,21,17,11,8,0,0,0,0
"2022",Campeonato Brasileiro,São Paulo x Atlético Goianiense,São Paulo,1,1,13,13,84,24,21,10,17,8,0,0,0,0,Atlético Goianiense,2,6,10,20,82,25,21,19,12,12,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x América Mineiro,Corinthians,2,5,10,13,87,24,23,14,14,8,0,0,0,0,América Mineiro,4,6,12,13,79,18,24,10,14,8,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Atlético Mineiro,Corinthians,1,7,14,4,90,25,32,10,14,7,0,0,0,0,Atlético Mineiro,1,4,8,18,100,34,26,15,14,13,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Athletico Paranaense,Corinthians,0,11,5,10,86,26,24,11,16,15,0,0,0,0,Athletico Paranaense,0,4,15,11,79,20,28,7,15,5,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Ceará,Corinthians,1,4,13,11,80,19,24,14,13,13,0,0,0,0,Ceará,1,2,14,12,79,17,25,13,10,12,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Fortaleza,Corinthians,0,4,7,14,94,30,29,13,13,12,0,0,0,0,Fortaleza,0,7,12,17,86,23,25,16,16,7,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Flamengo,Corinthians,1,3,7,15,89,23,23,11,15,8,0,0,0,0,Flamengo,1,7,9,10,76,20,18,13,22,6,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Fluminense,Corinthians,2,7,13,15,77,22,28,12,13,6,0,0,0,0,Fluminense,0,6,6,14,82,21,17,12,16,11,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Cuiabá,Corinthians,0,6,12,5,75,18,19,12,10,11,0,0,0,0,Cuiabá,2,5,13,10,65,17,13,12,16,12,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Grêmio,Corinthians,0,3,15,14,63,21,12,13,11,15,0,0,0,0,Grêmio,1,3,16,12,70,21,12,11,15,15,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x International,Corinthians,0,4,14,10,72,24,16,16,12,9,0,0,0,0,International,0,5,9,10,75,22,15,14,11,14,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Chapecoense,Corinthians,1,5,12,12,86,28,28,14,17,5,0,0,0,0,Chapecoense,0,5,5,19,88,24,19,16,14,11,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Juventude,Corinthians,2,6,9,16,88,28,28,23,12,7,0,0,0,0,Juventude,1,4,8,15,92,20,26,13,13,7,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x São Paulo,Corinthians,1,4,17,14,67,15,21,9,17,9,0,0,0,0,São Paulo,0,3,9,7,71,16,17,11,14,16,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Palmeiras,Corinthians,0,9,13,13,77,27,23,19,14,7,0,0,0,0,Palmeiras,2,1,9,15,93,29,24,13,10,13,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Santos,Corinthians,0,5,9,5,68,19,12,19,14,7,0,0,0,0,Santos,0,8,7,8,72,16,19,14,11,9,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Red Bull Bragantino,Corinthians,1,7,8,18,82,23,21,13,13,11,0,0,0,0,Red Bull Bragantino,0,4,11,16,81,24,18,14,16,7,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Sport Recife,Corinthians,2,5,15,10,72,18,24,13,14,8,0,0,0,0,Sport Recife,0,6,8,11,80,18,20,11,14,13,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Bahia,Corinthians,3,1,19,9,70,14,24,8,13,15,0,0,0,0,Bahia,1,5,16,12,70,16,21,13,14,16,0,0,0,0
"2022",Campeonato Brasileiro,Corinthians x Atlético Goianiense,Corinthians,2,1,16,9,77,17,23,16,16,4,0,0,0,0,Atlético Goianiense,0,6,4,9,78,18,19,16,14,14,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x América Mineiro,Palmeiras,1,5,5,13,82,21,17,17,13,10,0,0,0,0,América Mineiro,1,5,11,15,77,20,22,18,13,4,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Atlético Mineiro,Palmeiras,1,9,14,14,69,22,22,14,18,8,0,0,0,0,Atlético Mineiro,1,3,9,13,81,19,20,11,9,13,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Athletico Paranaense,Palmeiras,0,5,11,20,86,24,26,17,13,9,0,0,0,0,Athletico Paranaense,0,4,9,14,83,20,23,10,16,11,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Ceará,Palmeiras,1,2,7,11,92,28,16,14,13,10,0,0,0,0,Ceará,2,10,12,13,70,17,19,12,14,6,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Fortaleza,Palmeiras,0,6,7,11,90,25,21,15,14,12,0,0,0,0,Fortaleza,0,2,12,13,78,22,23,13,13,7,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Flamengo,Palmeiras,1,6,8,13,76,19,15,15,17,10,0,0,0,0,Flamengo,0,4,10,10,69,18,16,14,15,7,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Fluminense,Palmeiras,1,3,12,14,78,20,13,15,16,13,0,0,0,0,Fluminense,1,5,14,6,77,21,27,10,11,11,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Cuiabá,Palmeiras,1,6,10,12,76,27,15,18,12,9,0,0,0,0,Cuiabá,0,5,9,9,80,22,16,17,6,9,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Grêmio,Palmeiras,0,1,13,12,82,17,23,16,11,9,0,0,0,0,Grêmio,1,5,10,10,78,23,24,13,19,13,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x International,Palmeiras,0,3,9,12,86,22,17,10,15,13,0,0,0,0,International,2,5,15,13,77,24,21,11,21,9,0,0,0,0
"2022",Campeonato Brasileiro,Palmeiras x Chapecoense,Palmeiras,1,8,9,6,68,25,12,17,19,6,0,0,0,0,Chapecoense,0,4,6,8,82,21,13,12,12,8,0,0,0,0
